"","X","X2010.01.31","X2010.02.28","X2010.03.31","X2010.04.30","X2010.05.31","X2010.06.30","X2010.07.31","X2010.08.31","X2010.09.30","X2010.10.31","X2010.11.30","X2010.12.31","X2011.01.31","X2011.02.28","X2011.03.31","X2011.04.30","X2011.05.31","X2011.06.30","X2011.07.31","X2011.08.31","X2011.09.30","X2011.10.31","X2011.11.30","X2011.12.31","X2012.01.31","X2012.02.29","X2012.03.31","X2012.04.30","X2012.05.31","X2012.06.30","X2012.07.31","X2012.08.31","X2012.09.30","X2012.10.31","X2012.11.30","X2012.12.31","X2013.01.31","X2013.02.28","X2013.03.31","X2013.04.30","X2013.05.31","X2013.06.30","X2013.07.31","X2013.08.31","X2013.09.30","X2013.10.31","X2013.11.30","X2013.12.31","X2014.01.31","X2014.02.28","X2014.03.31","X2014.04.30","X2014.05.31","X2014.06.30","X2014.07.31","X2014.08.31","X2014.09.30","X2014.10.31","X2014.11.30","X2014.12.31","X2015.01.31","X2015.02.28","X2015.03.31","X2015.04.30","X2015.05.31","X2015.06.30","X2015.07.31","X2015.08.31","X2015.09.30","X2015.10.31","X2015.11.30","X2015.12.31","X2016.01.31","X2016.02.29","X2016.03.31","X2016.04.30","X2016.05.31","X2016.06.30","X2016.07.31","X2016.08.31","X2016.09.30","X2016.10.31","X2016.11.30","X2016.12.31","X2017.01.31","X2017.02.28","X2017.03.31","X2017.04.30","X2017.05.31","X2017.06.30","X2017.07.31","X2017.08.31","X2017.09.30","X2017.10.31","X2017.11.30","X2017.12.31","X2018.01.31","X2018.02.28","X2018.03.31","X2018.04.30","X2018.05.31","X2018.06.30","X2018.07.31","X2018.08.31","X2018.09.30","X2018.10.31","X2018.11.30","X2018.12.31","X2019.01.31","X2019.02.28","X2019.03.31","X2019.04.30","X2019.05.31","X2019.06.30","X2019.07.31","X2019.08.31","X2019.09.30","X2019.10.31","X2019.11.30","X2019.12.31","X2020.01.31","X2020.02.29","X2020.03.31","X2020.04.30","X2020.05.31","X2020.06.30","X2020.07.31","X2020.08.31","X2020.09.30","X2020.10.31","X2020.11.30","X2020.12.31","X2021.01.31","X2021.02.28","X2021.03.31","County","Zip","State","City","Population_density","Crime_rate_Per1000","School_ranking","crime_rate","label_density"
"1333",1332,703082,692864,687567,681706,684041,682695,689346,688127,677867,669902,663270,659261,656933,654944,648362,634029,614859,603179,593059,590279,596583,601201,602866,596577,594090,599637,610236,625326,641120,656541,672006,680382,675978,670467,671731,684470,692941,694771,693750,693050,692836,690029,687839,690055,697641,703410,705519,705427,709635,715570,721171,723833,725241,719402,711731,706884,710999,718361,726804,733384,740343,746244,753405,762475,772402,790972,809417,824234,831031,833606,835804,833705,827988,817858,807678,803843,803942,810804,811368,812540,808109,810978,811367,820876,833679,855310,872325,879121,879998,869665,868469,869769,877016,879009,882313,884917,880768,871095,861947,861816,863898,868287,869115,868869,870754,875961,881255,879127,882717,881922,887285,891337,897933,901648,897838,888937,880152,866579,863265,864511,871228,881945,887501,890270,888874,894011,905304,920917,934871,952550,962564,973285,978924,985575,994742,"Marin County",94973,"CA","Woodacre",NA,NA,3.53846153846154,5,5
"1334",1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231470,232474,233010,234380,235703,237628,238926,239776,240529,241993,243915,245519,246523,247060,248162,249676,251128,251415,253177,255867,258640,259418,258929,258620,259269,260723,262149,262899,263259,263487,261767,259113,256222,255479,255655,256731,257667,256013,253024,249553,248316,247937,248671,250189,252339,254147,256198,258342,261127,266271,273143,"Tuolumne County",95346,"CA","Mi Wuk Village",NA,NA,2.375,5,5
"1335",1334,118939,119236,120283,121643,122703,122727,121756,122482,124544,126417,125526,123610,121854,121534,119918,117468,114933,113253,111981,111175,110419,110958,112647,114932,115915,115723,116148,117836,119690,121261,122167,122477,122799,122499,121950,121722,122327,123729,124605,125903,127102,128422,130119,131445,133442,136133,139632,142403,143947,144765,146870,149136,151481,153614,155401,158420,159855,161245,161240,161743,163473,166749,168476,169261,169852,171294,173604,173673,174854,174554,175948,177002,178445,179342,181265,183224,185587,186622,188158,190780,193342,196525,198187,200431,202005,203633,205107,206883,207931,209878,209893,210855,210728,212031,214435,216996,219131,220168,221094,221720,222989,224399,226504,228730,232440,235503,237089,237161,238351,240230,242179,243435,245809,247648,249829,249399,249676,248904,250305,251590,252590,253902,254731,257217,257948,259489,261041,264578,267321,271195,274264,278538,283001,287521,292962,"San Bernardino County",92401,"CA","San Bernardino",3488.8,43.05,1.86666666666667,1,3
"1336",1335,87028,86771,86153,85278,84515,85269,85533,85202,83672,83726,85121,87407,88196,88561,87178,86716,86645,86993,87167,86933,86795,86402,85967,85307,84829,84589,85881,87133,87905,86533,85119,84848,86810,88454,89194,89625,90941,92920,94742,97292,100358,104608,108557,111884,112004,111508,111148,110661,110399,109955,110480,110046,107990,106598,106493,108412,110997,113370,115696,119161,122287,125306,127737,129459,132555,134989,137552,137873,138897,141144,143467,145434,146386,145759,143622,142766,143418,145282,146612,147302,146982,145882,145859,145698,146834,149863,154955,158791,161110,161122,160734,159870,160154,161434,163323,165434,166888,166869,166327,165718,164382,163391,164168,168554,173622,176399,176672,175266,173685,172227,169936,169464,170696,172909,172276,169665,167845,168519,169144,169935,172230,177466,181644,183699,183409,184434,186870,189091,190056,189926,190870,192346,192603,190498,189516,"Tulare County",93261,"CA","Richgrove",NA,NA,2.21428571428571,5,5
"1337",1336,518140,521652,519955,522296,531014,536874,536420,531977,527072,524161,518657,511427,504475,499218,498925,496364,492895,492385,491368,487327,480714,475993,475441,476229,473190,472156,469803,467256,459514,454007,458552,466142,473825,473507,475247,479281,488056,500673,510160,520529,531813,538993,539639,539213,542003,550398,552358,551317,551186,547881,547378,544064,547005,552342,558999,563907,570584,575842,585293,590421,593089,595897,601803,609335,615725,620251,622854,627322,626718,628968,627771,635199,641001,645218,645423,651529,654469,658307,660093,666633,675373,682048,688310,687739,688716,690291,697102,703043,709043,715533,721705,725981,726988,730410,737236,749568,758126,763730,760924,753996,752473,757164,766479,762909,756642,752933,751131,747810,747866,748542,753947,753396,764266,776622,778643,784369,787375,793524,792226,785057,784827,788371,803385,822335,829096,825438,826810,830691,836906,837177,840054,845455,842224,834172,814372,"San Luis Obispo County",93432,"CA","Creston",NA,NA,2.68421052631579,5,5
"1338",1337,143112,142267,141568,142035,143964,145367,145503,143778,141965,139923,138169,136362,134948,134371,134350,132554,130989,129840,129593,129226,127924,127451,127080,127788,128778,129934,130596,132001,131709,132135,132571,133211,134637,134650,135292,135193,135280,135783,137174,140222,144965,148907,152233,155990,160699,166209,170701,175080,179359,182800,184809,184383,184124,184019,184589,186203,187203,188004,187160,186570,186118,187165,189084,191776,193560,195075,196535,195581,194917,194743,198233,201238,203481,204252,205076,205837,206816,207855,209870,211952,212453,212208,211034,211722,213044,214887,216676,218305,219576,221208,221243,223088,225064,228583,231321,233492,234850,236465,237441,239099,240652,242396,243106,243095,244525,246614,249385,251017,252874,254066,255825,256882,259506,260954,263103,263634,263501,263036,263807,265619,267307,268376,270000,272703,274421,277179,280622,285699,291040,296472,301266,306510,312589,320237,328077,"San Bernardino County",92321,"CA","Lake Arrowhead",NA,NA,2,5,5
"1339",1338,143360,144210,145723,146109,146911,146658,147464,147878,146979,145414,142959,140577,139064,138135,137646,136555,134165,132138,130160,129780,130009,130392,130928,131439,131873,131972,131574,132396,133725,134456,134294,133183,132394,132285,132700,133225,132896,133373,134217,135182,136061,137016,137827,138641,139705,140615,141387,142647,144634,145954,146998,147583,148288,149982,153351,156300,158617,159162,160230,159740,159895,159761,159872,160353,161419,162077,161419,160776,160618,161567,162105,163720,163780,164465,165140,165675,165645,165449,165376,165689,165360,166026,166336,167003,168739,170348,171771,172121,172962,174230,174998,175869,176703,178178,180144,181890,183516,184876,186475,188780,191292,192643,194846,196136,198243,198958,199653,200180,200637,200227,199129,197470,197375,198496,199668,200389,201170,202201,203363,203910,204538,206216,209262,213034,215239,216919,218367,220771,222868,225465,227985,231273,234626,237724,240122,"Kern County",93518,"CA","Caliente",NA,NA,2.01923076923077,5,5
"1340",1339,350892,350077,349217,350236,345513,339832,335079,336616,337834,336083,330896,326402,321783,317322,313516,312546,313034,311920,309339,304021,301321,299178,299475,297591,299160,300338,302125,300232,301587,304848,307916,308897,308783,311532,314499,320534,324024,327801,331824,338142,343732,349490,355778,365823,373539,379203,380193,380282,383185,389580,393459,394853,391648,389531,388877,386320,386148,384991,389766,393011,394512,393239,395083,399087,407297,413126,415995,417715,419052,422336,425605,430506,435325,436870,435273,433656,432399,433086,435639,440406,446194,449642,449087,447658,446881,451204,456757,462348,464797,465053,462338,460382,459459,463607,469231,475712,481049,485223,486985,485606,486119,490439,497449,501910,502971,501339,499916,497270,493768,488480,486863,489840,493836,498128,500909,503588,502054,500300,497577,496869,496622,497951,502060,505318,508835,507814,507610,508773,514724,521284,528454,534729,541552,548491,552174,"San Diego County",92070,"CA","Santa Ysabel",NA,NA,2.92993630573248,5,5
"1341",1340,85819,83013,80805,79913,80130,80173,79555,77823,75794,74183,73230,73090,73745,75738,76468,76616,75273,74802,74989,75287,75690,76031,77162,77813,78116,77761,78179,78959,79834,80433,81494,83252,84718,84075,81996,80909,81351,81473,81674,81331,81676,81349,80544,80167,80628,82810,84267,84181,82829,82402,82630,82370,81893,81340,81201,80437,78752,77232,76668,77366,77711,77746,76908,76720,76755,77093,77420,77475,78536,78890,79612,79195,79699,79615,80525,81768,82802,83216,83611,84581,85773,86659,87088,87551,87485,87925,88100,88937,89906,91551,91712,91892,90351,90399,90683,92960,95580,98150,99324,99241,99033,99201,100475,102023,104176,105286,105201,103576,101506,99423,98796,98858,99059,99312,98620,97465,96395,95969,96940,97551,98526,99857,101517,103655,105294,106451,108192,110210,112205,113877,114886,116523,118048,119276,119772,"San Bernardino County",92398,"CA","Yermo",NA,NA,2,5,5
"1342",1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640046,650418,659280,676765,689460,698803,700753,702107,705527,714492,726852,735689,749252,758001,767457,769203,776242,786554,806781,823426,833595,836702,836813,844550,844739,844158,834476,827552,819528,813415,809490,813111,823492,832126,835341,835707,834808,835534,843954,865452,897552,929893,958375,982436,996254,1002211,1007218,1007842,1015435,1027645,1048240,1071340,1093200,1116337,1136654,1144854,1149222,1153150,1164450,1177417,1187296,1192527,1191128,1178614,1165601,1152885,1152632,1155175,1165803,1180113,1192008,1207809,1221898,1236943,1240148,1236362,1226008,1221123,1208772,1208317,1204764,1207445,1205378,1204192,1202721,1196402,1204906,1213192,1220050,1208961,1204686,1206508,1211457,1216065,1210846,1209425,1205300,1214084,1211188,1214744,1222507,1241556,1256882,1262010,1265141,1265690,1277648,1286659,1299802,"Marin County",94937,"CA","Inverness",NA,NA,3.53846153846154,5,5
"1343",1342,139861,139459,139311,139337,138993,138629,138398,137951,137626,137064,136646,135775,134920,134130,133337,132538,131929,131413,130788,130232,130146,130311,130480,130234,129981,129748,129710,129926,130273,130804,131615,133247,134863,136648,138001,139912,141905,143707,145502,147214,148831,150670,152320,153817,155060,155815,156931,157876,159172,160383,161426,162305,162667,162676,162205,161503,161070,161503,161413,161125,160309,159996,159773,159372,159731,159382,160138,161415,162357,162261,162153,162317,162828,162894,162865,163220,163023,163488,162999,162009,161827,162464,163634,164534,164962,165843,167043,168258,169972,171651,173626,174888,176096,176904,178551,179572,181101,181893,183082,184288,185319,186510,187625,189134,188535,188909,187729,189116,189329,190221,190430,190554,190891,190805,190942,191878,193745,193071,191921,190146,190683,190937,190879,190918,191350,191734,192050,191823,191951,193616,196292,198451,199516,200759,202672,"Sierra County",96118,"CA","Loyalton",NA,NA,4,5,5
"1344",1343,157998,158887,159995,160435,161059,161770,163565,165451,166544,166979,167626,167487,166774,165899,164842,164876,164833,165209,164210,163086,161836,162078,162217,163001,163748,165282,166856,168566,170034,170858,171493,172439,175081,177872,180650,184027,187622,190535,193274,195800,199697,203644,209430,214690,219714,222810,226598,228940,231326,233702,236017,238707,240547,243055,244460,245669,245588,245995,246890,248692,251024,252484,254210,255815,257831,259853,261597,263590,265645,268010,269261,270081,270282,271508,272602,271537,269754,268016,269181,270784,272650,274007,275075,276069,277177,278154,279769,281560,283962,285673,285266,284281,283577,284347,285437,286649,287683,288873,289643,291307,292078,293096,292308,291150,289389,288516,288560,288728,288535,288042,287343,287186,287450,288018,288095,288065,288673,290336,291717,292363,292302,291458,290967,290095,290056,289447,290456,291973,293403,293550,293597,294325,296028,298738,301649,"Trinity County",96052,"CA","Lewiston",NA,NA,3.5,5,5
"1345",1344,341455,341640,340564,341494,344057,350164,352547,353103,351344,350715,348362,344821,341355,339050,336759,332548,324973,319250,313806,310226,305882,301463,298355,296686,295602,293634,292109,290403,290796,287899,288868,290708,294242,297436,300921,305901,310881,318179,327274,335334,342089,351379,360092,369023,376740,383681,389356,393975,396146,394363,390330,390937,395793,397953,396703,392868,391232,392175,396289,397284,398334,399630,402861,406039,407286,411346,414528,419055,423068,425149,424059,422961,425722,429621,434760,437259,438860,439387,441055,443631,445330,448411,451427,457621,460193,463594,461862,460951,460683,463213,468503,472992,476110,479083,484542,488343,492310,495255,502271,509592,515693,517655,515493,513099,512786,512092,510828,510538,511876,511822,510984,507633,508257,509143,514487,516394,517159,514290,510205,505895,504223,506081,508135,511476,511839,513941,514529,518453,523071,531193,540722,550995,559373,566758,574791,"El Dorado County",95664,"CA","Pilot Hill",NA,NA,3.5,5,5
"1346",1345,275314,279072,283359,283537,281851,276918,272197,273122,279294,287258,288988,284410,279470,278010,276265,275339,277017,282573,288134,288287,288364,288026,290454,292444,291281,289225,288876,290384,288279,285122,281228,280098,274713,270410,269087,271636,275602,280193,283207,287044,291389,298159,306888,315484,325878,335865,341006,345595,348523,351735,354563,355115,357542,358844,359492,363466,366204,369367,369752,370759,376123,383292,391394,397690,400788,398676,396190,390117,388606,386146,391050,395228,394912,390542,384733,383521,384604,389785,395455,400043,400654,402825,405255,406143,407112,408683,410779,412531,413333,417365,418458,420875,423525,425488,422701,419671,419380,422287,428920,432556,437117,433903,431447,429179,429924,429958,430640,434517,439485,443894,445895,450702,455771,462872,467442,471329,471053,473014,477390,479533,477829,474175,473371,473867,472167,470711,471313,471848,473852,474325,473426,472383,472918,474418,474233,"Ventura County",93040,"CA","Fillmore",4551.4,7.97,1.5,4,2
"1347",1346,309097,310802,310667,311622,312023,313912,313205,312298,310024,309187,309389,311370,316544,321778,326112,327213,326771,324371,322766,319425,319013,316672,315843,312317,309828,306409,304863,303595,304343,305100,306843,308923,310663,311565,312489,314465,316681,319965,324027,329268,331780,334331,335360,338984,342494,350899,357667,363428,364342,363506,361948,361488,365145,369032,375201,379163,383230,382784,382346,382277,385907,391243,396686,402220,405430,408263,410078,412187,415878,420324,425934,430746,433470,437091,437944,437435,435795,436302,436003,435581,431423,428181,424423,423330,425377,425145,428459,430508,434268,434992,435608,440790,449201,459670,465843,469817,471655,472860,475463,479143,482323,482711,485246,483661,481661,475309,477341,480383,484398,488068,485387,483582,481391,483695,484565,482493,481521,480766,477581,475200,477063,481016,486598,487714,489531,492225,495239,501707,507354,514962,521965,528756,532400,535354,540415,"Mendocino County",95415,"CA","Boonville",NA,NA,2,5,5
"1348",1347,168694,165644,165281,167470,171091,172893,173154,170663,167486,164690,162672,162324,162542,163342,163025,161036,158533,156746,156219,156314,155557,154744,153455,151870,150812,149734,148927,147185,146552,146129,146101,145952,146643,147853,149748,152537,153962,155765,156887,160307,163505,165966,169450,174268,180881,186235,188669,188721,190230,191568,193566,193949,194756,195582,194540,193906,193008,193379,195729,197834,199402,201316,204407,207592,208882,211491,215035,217857,217677,217337,217928,220697,223279,224301,224123,223871,224773,224841,224747,223470,223688,224150,224448,224896,226922,229772,233515,236370,240250,242298,243736,246021,249473,252987,257220,260826,263766,266586,266990,270199,272517,280489,287844,294732,298695,301771,303727,306191,303656,301474,299594,299725,297868,294723,294217,294312,293082,289644,287413,286158,290593,296844,303868,308184,313270,317442,320260,322744,327491,334510,340940,346374,349278,350234,350719,"Yolo County",95645,"CA","Woodland",3714.5,30.89,3,2,3
"1349",1348,136234,136122,136047,136390,136745,136834,136526,136117,135637,135186,134763,134184,133823,133169,132764,132198,131465,130818,130176,130179,130292,130315,130113,130083,130288,130835,131120,131302,131609,131969,132839,133623,134882,136113,137404,138909,140519,142143,143587,145491,147626,150195,152227,154558,156447,158477,159985,161267,162149,163072,164363,165683,166885,167826,168685,168699,168526,168193,168563,168761,169525,170395,171462,172590,173117,174171,174778,176654,177867,178790,179004,178977,179205,179579,180557,180659,181948,182048,184557,184453,185342,186325,189533,194220,196739,198314,197878,198750,199575,200827,199036,198334,198634,200944,201813,202220,203981,206949,210799,213286,213634,213266,215136,219596,222721,224658,224793,225644,227593,230005,232554,235457,240121,246319,251755,255582,260065,262564,266516,267493,268825,268527,268079,266967,266121,265458,265315,265379,266052,269050,272854,279322,285413,293145,301897,"Yuba County",95919,"CA","Brownsville",NA,NA,2.25,5,5
"1350",1349,101320,101420,101341,101086,99955,98787,97627,96557,96016,95644,95609,95707,96811,97561,97981,97152,96576,96033,95758,95569,94912,93692,91695,90197,87848,85952,84672,85737,87867,89521,90610,91790,92875,94840,95863,96060,95958,96268,97343,98147,99693,102574,105592,107528,109377,109480,111362,114102,118654,123219,126772,128790,128508,127433,128030,128229,128306,128359,128580,126844,125049,122928,121856,120866,121017,121493,120749,121084,122232,124408,126313,128241,129583,131395,132609,133468,133951,134308,133711,132427,130903,130135,128885,129136,128829,127798,126020,125659,126140,126730,127708,128735,129661,129270,129527,130277,132326,135477,138518,140938,141302,141614,142776,144232,144641,145624,146891,146799,144431,140466,139610,138978,140709,141011,139970,137882,135916,136039,135118,133564,131497,130135,128857,127577,126011,124593,123764,123666,124058,123163,122834,123455,125280,127340,128374,"Ventura County",93252,"CA","Maricopa",NA,NA,1.5,5,5
"1351",1350,168507,169760,172346,173340,173605,171200,168842,166397,163266,160867,158486,157348,157232,155897,154322,151858,149039,146212,143863,143041,143302,144088,144399,144660,143527,144023,142699,143610,145606,148964,150498,150745,150430,151392,152780,153825,154242,154999,158113,160554,162494,164838,169292,174540,178344,180289,181295,183384,186276,188432,189824,191500,193490,194852,196275,195663,196092,196278,198612,200074,201261,202111,203157,204481,206371,207964,210052,213483,217575,220110,221983,223115,224919,226747,228163,229216,228945,229728,229870,230301,230047,231951,233373,235273,236713,238291,239602,240245,241849,243486,243787,243964,244562,246088,248114,250448,252762,254581,256791,259975,263435,264880,265572,265844,266231,266319,265758,265910,266920,268215,268434,268242,269347,272137,274244,275221,275339,276303,277911,279089,280041,281068,283281,285628,286355,287143,289376,292988,297422,301362,305308,309503,313856,318570,323351,"Kern County",93243,"CA","Lebec",NA,NA,3,5,5
